tweet_id,author_id,created_at,inbound_text,brand_outbound_text,intent
TWEET-1309,User_65724,2026-09-10T08:00:00Z,"Hi @AppleSupport, Wi-Fi button is grayed out in Settings and cannot be toggled on.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1310,User_33053,2026-09-10T08:00:00Z,@AppleSupport Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1311,User_77889,2026-09-10T08:00:00Z,Urgent! @AppleSupport My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1312,User_16582,2026-09-10T08:00:00Z,Need help: Screen completely black and unresponsive after dropping phone. Sound still plays.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1313,User_42662,2026-09-10T08:00:00Z,AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1314,User_69829,2026-09-10T08:00:00Z,"Hi @AppleSupport, MacBook Pro fan is spinning super fast and keyboard feels very hot.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1315,User_70901,2026-09-10T08:00:00Z,@AppleSupport Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1316,User_79616,2026-09-10T08:00:00Z,Urgent! @AppleSupport Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1317,User_88047,2026-09-10T08:00:00Z,Face ID stopped working and says 'Face ID is not available' on screen.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1318,User_68008,2026-09-10T08:00:00Z,"Hey team, My iPad won't turn on or take a charge even after leaving it plugged in all night.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1319,User_76162,2026-09-10T08:00:00Z,Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1320,User_81810,2026-09-10T08:00:00Z,Need help: Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1321,User_30861,2026-09-10T08:00:00Z,Need help: My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1322,User_72216,2026-09-10T08:00:00Z,Urgent! @AppleSupport Screen completely black and unresponsive after dropping phone. Sound still plays.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1323,User_43972,2026-09-10T08:00:00Z,Need help: AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1324,User_93579,2026-09-10T08:00:00Z,@AppleSupport MacBook Pro fan is spinning super fast and keyboard feels very hot.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1325,User_78327,2026-09-10T08:00:00Z,"Hey team, Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1326,User_92149,2026-09-10T08:00:00Z,Need help: Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1327,User_45992,2026-09-10T08:00:00Z,@AppleSupport Face ID stopped working and says 'Face ID is not available' on screen.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1328,User_20155,2026-09-10T08:00:00Z,Need help: My iPad won't turn on or take a charge even after leaving it plugged in all night.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1329,User_47450,2026-09-10T08:00:00Z,Urgent! @AppleSupport Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1330,User_45614,2026-09-10T08:00:00Z,@AppleSupport Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1331,User_51904,2026-09-10T08:00:00Z,"Hey team, My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1332,User_20561,2026-09-10T08:00:00Z,Screen completely black and unresponsive after dropping phone. Sound still plays.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1333,User_29769,2026-09-10T08:00:00Z,@AppleSupport AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1334,User_60205,2026-09-10T08:00:00Z,@AppleSupport MacBook Pro fan is spinning super fast and keyboard feels very hot.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1335,User_30028,2026-09-10T08:00:00Z,Urgent! @AppleSupport Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1336,User_38043,2026-09-10T08:00:00Z,Urgent! @AppleSupport Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1337,User_64377,2026-09-10T08:00:00Z,"Hi @AppleSupport, Face ID stopped working and says 'Face ID is not available' on screen.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1338,User_53369,2026-09-10T08:00:00Z,Need help: My iPad won't turn on or take a charge even after leaving it plugged in all night.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1339,User_71069,2026-09-10T08:00:00Z,Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1340,User_18161,2026-09-10T08:00:00Z,Need help: Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1341,User_65069,2026-09-10T08:00:00Z,@AppleSupport My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1342,User_86556,2026-09-10T08:00:00Z,Need help: Screen completely black and unresponsive after dropping phone. Sound still plays.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1343,User_12560,2026-09-10T08:00:00Z,Urgent! @AppleSupport AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1344,User_59857,2026-09-10T08:00:00Z,MacBook Pro fan is spinning super fast and keyboard feels very hot.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1345,User_10772,2026-09-10T08:00:00Z,Need help: Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1346,User_49139,2026-09-10T08:00:00Z,"Hey team, Camera app shows a black screen whenever I switch to 3x zoom.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1347,User_64921,2026-09-10T08:00:00Z,Need help: Face ID stopped working and says 'Face ID is not available' on screen.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1348,User_81582,2026-09-10T08:00:00Z,My iPad won't turn on or take a charge even after leaving it plugged in all night.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1349,User_38906,2026-09-10T08:00:00Z,Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1350,User_38760,2026-09-10T08:00:00Z,Need help: Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1351,User_67125,2026-09-10T08:00:00Z,"Hey team, My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1352,User_13804,2026-09-10T08:00:00Z,Need help: Screen completely black and unresponsive after dropping phone. Sound still plays.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1353,User_54057,2026-09-10T08:00:00Z,Need help: AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1354,User_99016,2026-09-10T08:00:00Z,Urgent! @AppleSupport MacBook Pro fan is spinning super fast and keyboard feels very hot.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1355,User_31632,2026-09-10T08:00:00Z,Need help: Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1356,User_26728,2026-09-10T08:00:00Z,Need help: Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1357,User_80008,2026-09-10T08:00:00Z,Face ID stopped working and says 'Face ID is not available' on screen.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1358,User_61645,2026-09-10T08:00:00Z,"Hi @AppleSupport, My iPad won't turn on or take a charge even after leaving it plugged in all night.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1359,User_83975,2026-09-10T08:00:00Z,Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1360,User_13552,2026-09-10T08:00:00Z,Urgent! @AppleSupport Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1361,User_94246,2026-09-10T08:00:00Z,"Hi @AppleSupport, My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1362,User_27786,2026-09-10T08:00:00Z,Need help: Screen completely black and unresponsive after dropping phone. Sound still plays.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1363,User_33819,2026-09-10T08:00:00Z,Need help: AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1364,User_44099,2026-09-10T08:00:00Z,"Hi @AppleSupport, MacBook Pro fan is spinning super fast and keyboard feels very hot.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1365,User_52906,2026-09-10T08:00:00Z,Need help: Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1366,User_69598,2026-09-10T08:00:00Z,@AppleSupport Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1367,User_54236,2026-09-10T08:00:00Z,"Hey team, Face ID stopped working and says 'Face ID is not available' on screen.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1368,User_46471,2026-09-10T08:00:00Z,Need help: My iPad won't turn on or take a charge even after leaving it plugged in all night.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1369,User_43065,2026-09-10T08:00:00Z,Need help: Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1370,User_71644,2026-09-10T08:00:00Z,"Hi @AppleSupport, Microphone on iPhone makes my voice sound muffled during calls.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1371,User_80702,2026-09-10T08:00:00Z,"Hi @AppleSupport, My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1372,User_55870,2026-09-10T08:00:00Z,"Hi @AppleSupport, Screen completely black and unresponsive after dropping phone. Sound still plays.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1373,User_95215,2026-09-10T08:00:00Z,@AppleSupport AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1374,User_95426,2026-09-10T08:00:00Z,"Hi @AppleSupport, MacBook Pro fan is spinning super fast and keyboard feels very hot.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1375,User_14067,2026-09-10T08:00:00Z,"Hi @AppleSupport, Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1376,User_36130,2026-09-10T08:00:00Z,@AppleSupport Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1377,User_91439,2026-09-10T08:00:00Z,"Hi @AppleSupport, Face ID stopped working and says 'Face ID is not available' on screen.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1378,User_41266,2026-09-10T08:00:00Z,@AppleSupport My iPad won't turn on or take a charge even after leaving it plugged in all night.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1379,User_72070,2026-09-10T08:00:00Z,@AppleSupport Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1380,User_24993,2026-09-10T08:00:00Z,Urgent! @AppleSupport Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1381,User_38569,2026-09-10T08:00:00Z,My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1382,User_43586,2026-09-10T08:00:00Z,Need help: Screen completely black and unresponsive after dropping phone. Sound still plays.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1383,User_31992,2026-09-10T08:00:00Z,"Hey team, AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1384,User_89593,2026-09-10T08:00:00Z,MacBook Pro fan is spinning super fast and keyboard feels very hot.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1385,User_25012,2026-09-10T08:00:00Z,Urgent! @AppleSupport Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1386,User_50768,2026-09-10T08:00:00Z,@AppleSupport Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1387,User_85849,2026-09-10T08:00:00Z,"Hi @AppleSupport, Face ID stopped working and says 'Face ID is not available' on screen.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1388,User_50888,2026-09-10T08:00:00Z,"Hi @AppleSupport, My iPad won't turn on or take a charge even after leaving it plugged in all night.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1389,User_98781,2026-09-10T08:00:00Z,Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1390,User_61990,2026-09-10T08:00:00Z,Need help: Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1391,User_35995,2026-09-10T08:00:00Z,Urgent! @AppleSupport My iPhone 13 battery drains from 100% to zero in 2 hours after updating iOS!,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1392,User_87607,2026-09-10T08:00:00Z,"Hi @AppleSupport, Screen completely black and unresponsive after dropping phone. Sound still plays.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1393,User_92213,2026-09-10T08:00:00Z,Urgent! @AppleSupport AirPods Pro left earbud is crackling and has static sound when noise cancellation is on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1394,User_23356,2026-09-10T08:00:00Z,@AppleSupport MacBook Pro fan is spinning super fast and keyboard feels very hot.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1395,User_49529,2026-09-10T08:00:00Z,Urgent! @AppleSupport Bluetooth keeps disconnecting every 5 minutes from my Apple Watch.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1396,User_88697,2026-09-10T08:00:00Z,Urgent! @AppleSupport Camera app shows a black screen whenever I switch to 3x zoom.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1397,User_84177,2026-09-10T08:00:00Z,"Hi @AppleSupport, Face ID stopped working and says 'Face ID is not available' on screen.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1398,User_55508,2026-09-10T08:00:00Z,"Hi @AppleSupport, My iPad won't turn on or take a charge even after leaving it plugged in all night.",Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1399,User_66148,2026-09-10T08:00:00Z,Wi-Fi button is grayed out in Settings and cannot be toggled on.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1400,User_58571,2026-09-10T08:00:00Z,Urgent! @AppleSupport Microphone on iPhone makes my voice sound muffled during calls.,Thank you for reaching out. Please DM us your details for support.,TECHNICAL_HARDWARE
TWEET-1401,User_76317,2026-09-10T08:00:00Z,"Hi @AppleSupport, Where is my order #W88492018? FedEx tracking has been stuck for 4 days.",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1402,User_54725,2026-09-10T08:00:00Z,Urgent! @AppleSupport Tracking says package delivered today but I checked my porch and nothing is there!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1403,User_65057,2026-09-10T08:00:00Z,"Hi @AppleSupport, Can I change my shipping address for order #W99301294 before it ships?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1404,User_23833,2026-09-10T08:00:00Z,Need help: Trade-in return kit has not arrived in my mail yet. It has been a week.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1405,User_57472,2026-09-10T08:00:00Z,Need help: My package arrived damaged with a hole in the box and broken screen!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1406,User_70258,2026-09-10T08:00:00Z,Urgent! @AppleSupport Do I need to sign in person for my Mac shipment delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1407,User_30052,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I pick up my online order at a local Apple Store instead of home delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1408,User_33086,2026-09-10T08:00:00Z,Need help: Custom engraved iPad order is taking much longer than expected. Why?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1409,User_78386,2026-09-10T08:00:00Z,Urgent! @AppleSupport Courier driver delivered my package to the wrong street address!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1410,User_45400,2026-09-10T08:00:00Z,Urgent! @AppleSupport What happens if nobody is home to sign for the delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1411,User_80539,2026-09-10T08:00:00Z,Where is my order #W88492018? FedEx tracking has been stuck for 4 days.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1412,User_70931,2026-09-10T08:00:00Z,Need help: Tracking says package delivered today but I checked my porch and nothing is there!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1413,User_87656,2026-09-10T08:00:00Z,Need help: Can I change my shipping address for order #W99301294 before it ships?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1414,User_52245,2026-09-10T08:00:00Z,"Hey team, Trade-in return kit has not arrived in my mail yet. It has been a week.",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1415,User_21359,2026-09-10T08:00:00Z,@AppleSupport My package arrived damaged with a hole in the box and broken screen!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1416,User_69087,2026-09-10T08:00:00Z,"Hey team, Do I need to sign in person for my Mac shipment delivery?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1417,User_70910,2026-09-10T08:00:00Z,@AppleSupport Can I pick up my online order at a local Apple Store instead of home delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1418,User_89997,2026-09-10T08:00:00Z,Custom engraved iPad order is taking much longer than expected. Why?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1419,User_59674,2026-09-10T08:00:00Z,Urgent! @AppleSupport Courier driver delivered my package to the wrong street address!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1420,User_13761,2026-09-10T08:00:00Z,"Hey team, What happens if nobody is home to sign for the delivery?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1421,User_52600,2026-09-10T08:00:00Z,Need help: Where is my order #W88492018? FedEx tracking has been stuck for 4 days.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1422,User_73904,2026-09-10T08:00:00Z,@AppleSupport Tracking says package delivered today but I checked my porch and nothing is there!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1423,User_56507,2026-09-10T08:00:00Z,@AppleSupport Can I change my shipping address for order #W99301294 before it ships?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1424,User_54608,2026-09-10T08:00:00Z,"Hey team, Trade-in return kit has not arrived in my mail yet. It has been a week.",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1425,User_88139,2026-09-10T08:00:00Z,"Hey team, My package arrived damaged with a hole in the box and broken screen!",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1426,User_46211,2026-09-10T08:00:00Z,Urgent! @AppleSupport Do I need to sign in person for my Mac shipment delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1427,User_11330,2026-09-10T08:00:00Z,Can I pick up my online order at a local Apple Store instead of home delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1428,User_35042,2026-09-10T08:00:00Z,Custom engraved iPad order is taking much longer than expected. Why?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1429,User_41635,2026-09-10T08:00:00Z,"Hi @AppleSupport, Courier driver delivered my package to the wrong street address!",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1430,User_63271,2026-09-10T08:00:00Z,Urgent! @AppleSupport What happens if nobody is home to sign for the delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1431,User_82768,2026-09-10T08:00:00Z,Need help: Where is my order #W88492018? FedEx tracking has been stuck for 4 days.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1432,User_72402,2026-09-10T08:00:00Z,@AppleSupport Tracking says package delivered today but I checked my porch and nothing is there!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1433,User_74332,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I change my shipping address for order #W99301294 before it ships?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1434,User_12260,2026-09-10T08:00:00Z,Need help: Trade-in return kit has not arrived in my mail yet. It has been a week.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1435,User_48566,2026-09-10T08:00:00Z,"Hi @AppleSupport, My package arrived damaged with a hole in the box and broken screen!",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1436,User_63005,2026-09-10T08:00:00Z,@AppleSupport Do I need to sign in person for my Mac shipment delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1437,User_41890,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I pick up my online order at a local Apple Store instead of home delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1438,User_97026,2026-09-10T08:00:00Z,"Hey team, Custom engraved iPad order is taking much longer than expected. Why?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1439,User_58368,2026-09-10T08:00:00Z,Courier driver delivered my package to the wrong street address!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1440,User_82544,2026-09-10T08:00:00Z,Need help: What happens if nobody is home to sign for the delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1441,User_55056,2026-09-10T08:00:00Z,Where is my order #W88492018? FedEx tracking has been stuck for 4 days.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1442,User_82140,2026-09-10T08:00:00Z,Need help: Tracking says package delivered today but I checked my porch and nothing is there!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1443,User_56112,2026-09-10T08:00:00Z,"Hey team, Can I change my shipping address for order #W99301294 before it ships?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1444,User_69473,2026-09-10T08:00:00Z,Urgent! @AppleSupport Trade-in return kit has not arrived in my mail yet. It has been a week.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1445,User_50189,2026-09-10T08:00:00Z,"Hey team, My package arrived damaged with a hole in the box and broken screen!",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1446,User_40217,2026-09-10T08:00:00Z,"Hey team, Do I need to sign in person for my Mac shipment delivery?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1447,User_35242,2026-09-10T08:00:00Z,"Hi @AppleSupport, Can I pick up my online order at a local Apple Store instead of home delivery?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1448,User_25670,2026-09-10T08:00:00Z,"Hey team, Custom engraved iPad order is taking much longer than expected. Why?",Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1449,User_80236,2026-09-10T08:00:00Z,Urgent! @AppleSupport Courier driver delivered my package to the wrong street address!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1450,User_34267,2026-09-10T08:00:00Z,Urgent! @AppleSupport What happens if nobody is home to sign for the delivery?,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1451,User_38361,2026-09-10T08:00:00Z,@AppleSupport Where is my order #W88492018? FedEx tracking has been stuck for 4 days.,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
TWEET-1452,User_73464,2026-09-10T08:00:00Z,Urgent! @AppleSupport Tracking says package delivered today but I checked my porch and nothing is there!,Thank you for reaching out. Please DM us your details for support.,ORDER_SHIPPING
